timestamp,open,high,low,close,volume
2021-06-27 01:19:00+00:00,3.6,3.6212,3.6,3.6148,13208.85
2021-06-27 01:20:00+00:00,3.6143,3.6159,3.6042,3.6104,7353.36
2021-06-27 01:21:00+00:00,3.6106,3.6106,3.6009,3.6029,12498.29
2021-06-27 01:22:00+00:00,3.6025,3.6096,3.6024,3.605,2717.88
2021-06-27 01:23:00+00:00,3.6033,3.6058,3.5967,3.5992,7013.61
2021-06-27 01:24:00+00:00,3.5986,3.5986,3.5898,3.5907,1869.64
2021-06-27 01:25:00+00:00,3.5914,3.5985,3.5912,3.5928,1564.74
2021-06-27 01:26:00+00:00,3.5916,3.5929,3.5872,3.5929,2579.01
2021-06-27 01:27:00+00:00,3.5916,3.5931,3.5892,3.5911,937.38
2021-06-27 01:28:00+00:00,3.5916,3.5992,3.5911,3.5927,2379.63
2021-06-27 01:29:00+00:00,3.5924,3.6021,3.5915,3.6021,6956.81
2021-06-27 01:30:00+00:00,3.6019,3.6304,3.6019,3.6117,29200.88
2021-06-27 01:31:00+00:00,3.6131,3.6216,3.6116,3.6123,6735.98
2021-06-27 01:32:00+00:00,3.6136,3.6136,3.5984,3.5984,2399.83
2021-06-27 01:33:00+00:00,3.6017,3.6112,3.6008,3.6028,2464.25
2021-06-27 01:34:00+00:00,3.6027,3.6045,3.5901,3.592,14428.06
2021-06-27 01:35:00+00:00,3.5915,3.5952,3.5839,3.5922,4148.69
2021-06-27 01:36:00+00:00,3.593,3.6025,3.593,3.5978,4234.12
2021-06-27 01:37:00+00:00,3.5953,3.5981,3.5872,3.5872,3498.96
2021-06-27 01:38:00+00:00,3.5864,3.5954,3.5864,3.5939,1550.97
2021-06-27 01:39:00+00:00,3.5898,3.5947,3.5884,3.5928,2305.87
2021-06-27 01:40:00+00:00,3.59,3.5941,3.5896,3.5941,1282.91
2021-06-27 01:41:00+00:00,3.5929,3.5936,3.59,3.5934,891.22
2021-06-27 01:42:00+00:00,3.5929,3.5985,3.591,3.596,1752.88
2021-06-27 01:43:00+00:00,3.5961,3.6022,3.5938,3.6018,1912.41
2021-06-27 01:44:00+00:00,3.6002,3.6207,3.6,3.6155,9741.34
2021-06-27 01:45:00+00:00,3.6171,3.6175,3.6048,3.6079,3139.52
2021-06-27 01:46:00+00:00,3.6052,3.6073,3.6016,3.6057,1138.63
2021-06-27 01:47:00+00:00,3.6051,3.6113,3.6051,3.61,4759.6
2021-06-27 01:48:00+00:00,3.6078,3.6078,3.6009,3.606,2075.92
2021-06-27 01:49:00+00:00,3.607,3.6079,3.6046,3.605,337.2
2021-06-27 01:50:00+00:00,3.6061,3.6066,3.5941,3.5941,4020.8
2021-06-27 01:51:00+00:00,3.5949,3.6012,3.5912,3.5955,2164.28
2021-06-27 01:52:00+00:00,3.6006,3.6016,3.5971,3.5998,566.26
2021-06-27 01:53:00+00:00,3.6003,3.602,3.5988,3.602,1331.45
2021-06-27 01:54:00+00:00,3.6024,3.6051,3.6019,3.6019,2371.23
2021-06-27 01:55:00+00:00,3.603,3.6035,3.5985,3.5985,2241.11
2021-06-27 01:56:00+00:00,3.598,3.5998,3.589,3.589,1144.28
2021-06-27 01:57:00+00:00,3.5902,3.5941,3.5891,3.5891,1700.54
2021-06-27 01:58:00+00:00,3.5893,3.6017,3.5893,3.598,1672.37
2021-06-27 01:59:00+00:00,3.5989,3.6075,3.5978,3.6043,1872.13
2021-06-27 02:00:00+00:00,3.6055,3.6152,3.5984,3.605,11510.09
2021-06-27 02:01:00+00:00,3.6005,3.6005,3.5962,3.5999,978.36
2021-06-27 02:02:00+00:00,3.6011,3.608,3.6011,3.608,914.34
2021-06-27 02:03:00+00:00,3.6084,3.6137,3.6084,3.6132,1088.06
2021-06-27 02:04:00+00:00,3.6129,3.6135,3.6109,3.6112,706.65
2021-06-27 02:05:00+00:00,3.6134,3.618,3.6119,3.6168,2565.96
2021-06-27 02:06:00+00:00,3.6184,3.622,3.6179,3.6216,872.74
2021-06-27 02:07:00+00:00,3.6207,3.6244,3.6194,3.6241,1442.13
2021-06-27 02:08:00+00:00,3.6225,3.6231,3.6199,3.6231,604.8
2021-06-27 02:09:00+00:00,3.6218,3.6223,3.6191,3.6191,558.48
2021-06-27 02:10:00+00:00,3.6201,3.6201,3.6016,3.6016,7111.0
2021-06-27 02:11:00+00:00,3.6018,3.6088,3.6018,3.6088,1393.72
